Nombre;Tipo;Estado;Voltaje;Operador;Lat;Lon
Solar 1970;Solar;Sonora;;;31.10728;-110.43927
Solar 1971;Solar;Sonora;;;31.10781;-110.44014
Solar 1972;Solar;Sonora;;;31.10782;-110.43944
Solar 367;Solar;Sonora;;;31.12739;-110.9412
Solar 4640;Solar;Sonora;;;28.34387;-111.35304
Solar 4641;Solar;Sonora;;;28.34603;-111.34487
Solar 4642;Solar;Sonora;;;28.33684;-111.33634
Solar 7232;Solar;Sonora;;;28.75519;-111.47177
Solar 7846;Solar;Sonora;;;31.32602;-109.93633
Solar 8984;Solar;Sonora;;;30.36187;-108.93314
Tuto Energy Dos;Solar;Sonora;;;29.97086;-112.64228
Agrícola Sonoyta;Subestación;Sonora;"115000;13800";;31.65602;-112.41404
Agua Prieta 2;Subestación;Sonora;230000;;31.26383;-109.59347
Buena Vista;Subestación;Sonora;230000;;31.02382;-110.25663
CEGEN 43;Subestación;Sonora;230000;;31.25951;-109.59593
CFE Subestación Eléctrica Parque Industrial;Subestación;Sonora;230000;;32.43606;-114.71148
Cananea;Subestación;Sonora;"230000;115000;34500";;31.0044;-110.29859
Cananea Sur;Subestación;Sonora;230000;;30.95454;-110.2692
El Fresnal;Subestación;Sonora;"230000;115000";;31.22284;-109.61109
Empalme ciclo combinado;Subestación;Sonora;"400000;230000";Comisión Federal de Electricidad;27.9303;-110.7808
Guaymas CERESO;Subestación;Sonora;"230000;115000";Comisión Federal de Electricidad;27.99005;-110.89535
La Caridad Generación;Subestación;Sonora;230000;;30.52095;-109.62061
La caridad;Subestación;Sonora;230000;;30.34062;-109.54276
La caridad fundición;Subestación;Sonora;230000;;30.48651;-109.63173
Luis Donaldo Colosio Murrieta;Subestación;Sonora;"115000;34500";;30.62487;-110.95291
Maniobras Munisol;Subestación;Sonora;115000;Comisión Federal de Electricidad;28.95895;-111.24113
Mi Ranchito Sur Maniobras;Subestación;Sonora;115000;;29.00483;-111.17438
Milpillas;Subestación;Sonora;230000;;31.11024;-110.44018
Mina María;Subestación;Sonora;115000;;31.03353;-110.41265
Nacozari;Subestación;Sonora;"230000;34500";CFE;30.36932;-109.6786
Nogales Aeropuerto;Subestación;Sonora;"230000;115000";Comisión Federal de Electricidad;31.1624;-110.97148
Observatorio;Subestación;Sonora;230000;;31.01669;-110.41398
Planta Guaymas 2;Subestación;Sonora;"230000;115000";;27.93749;-110.86358
Puerto Peñasco;Subestación;Sonora;;;31.30662;-113.27058
Santa Ana;Subestación;Sonora;"230000;115000";Comisión Federal de Electricidad;30.52522;-111.13114
Seri;Subestación;Sonora;"400000;230000";Comisión Federal de Electricidad;28.9298;-110.95036
Sonoyta;Subestación;Sonora;"115000;13800";;31.86296;-112.86826
Subesatcion Industrial Caborca;Subestación;Sonora;"230000;115000";;30.71307;-112.20777
Subestacion Hermosillo Numero Cinco;Subestación;Sonora;"230000;115000";;29.03412;-110.83366
Subestación 1141;Subestación;Sonora;115000;;28.98908;-109.65739
Subestación 1142;Subestación;Sonora;115000;;31.26034;-110.96993
Subestación 1143;Subestación;Sonora;115000;;28.97644;-109.63999
Subestación 1148;Subestación;Sonora;115000;;29.27901;-110.88838
Subestación 1151;Subestación;Sonora;115000;;29.36824;-111.46405
Subestación 1153;Subestación;Sonora;115000;;30.70399;-112.11471
Subestación 1154;Subestación;Sonora;115000;;29.18121;-111.00064
Subestación 1156;Subestación;Sonora;115000;;30.5864;-111.43429
Subestación 1221;Subestación;Sonora;115000;;27.93786;-110.87473
Subestación 1249;Subestación;Sonora;115000;Comisión Federal de Electricidad;31.31131;-110.96013
Subestación 1254;Subestación;Sonora;115000;;27.98077;-111.02996
Subestación 1395;Subestación;Sonora;115000;;30.72572;-112.15814
Subestación 145;Subestación;Sonora;;;30.98131;-110.32367
Subestación 146;Subestación;Sonora;230000;;30.96975;-110.31521
Subestación 149;Subestación;Sonora;115000;;30.79121;-112.72588
Subestación 1579;Subestación;Sonora;230000;;28.93027;-110.82934
Subestación 1646;Subestación;Sonora;230000;;27.05236;-109.34786
Subestación 1668;Subestación;Sonora;115000;;31.04479;-112.9345
Subestación 1711;Subestación;Sonora;115000;;27.45935;-109.89218
Subestación 1712;Subestación;Sonora;115000;;27.45958;-109.89303
Subestación 1756;Subestación;Sonora;115000;;30.96915;-112.96989
Subestación 1857;Subestación;Sonora;;;27.39761;-109.82138
Subestación 1869;Subestación;Sonora;115000;;27.1026;-109.15493
Subestación 211;Subestación;Sonora;115000;;27.15947;-109.02343
Subestación 222;Subestación;Sonora;;Comisión Federal de Electricidad;31.30241;-109.52334
Subestación 2408;Subestación;Sonora;115000;;27.95243;-110.79692
Subestación 2412;Subestación;Sonora;115000;;27.9477;-110.93285
Subestación 2532;Subestación;Sonora;230000;;30.17191;-111.0929
Subestación 2668;Subestación;Sonora;115000;Comisión Federal de Electricidad;26.85409;-109.63804
Subestación 2730;Subestación;Sonora;;;28.99398;-110.90155
Subestación 2900;Subestación;Sonora;115000;;27.87741;-110.91271
Subestación 2997;Subestación;Sonora;115000;;27.11381;-109.46506
Subestación 3006;Subestación;Sonora;;;31.02858;-110.38077
Subestación 3014;Subestación;Sonora;115000;;30.70081;-111.82897
Subestación 3193;Subestación;Sonora;115000;;26.96314;-109.6646
Subestación 3196;Subestación;Sonora;115000;;26.88183;-109.36484
Subestación 3202;Subestación;Sonora;115000;;27.00909;-109.43045
Subestación 3211;Subestación;Sonora;115000;;27.07272;-109.41003
Subestación 3212;Subestación;Sonora;115000;;27.11966;-109.76971
Subestación 3214;Subestación;Sonora;;;27.19252;-109.55645
Subestación 3216;Subestación;Sonora;115000;;27.25655;-109.63898
Subestación 3246;Subestación;Sonora;115000;;27.4677;-109.90682
Subestación 3250;Subestación;Sonora;115000;;27.49131;-109.90136
Subestación 3259;Subestación;Sonora;115000;;27.45733;-109.95503
Subestación 3262;Subestación;Sonora;115000;;27.48474;-109.9275
Subestación 3263;Subestación;Sonora;115000;;27.56068;-109.94817
Subestación 3264;Subestación;Sonora;115000;;27.56182;-109.95507
Subestación 3266;Subestación;Sonora;115000;;27.51538;-109.95249
Subestación 3282;Subestación;Sonora;115000;;28.1443;-110.69046
Subestación 3283;Subestación;Sonora;115000;;30.56927;-112.25837
Subestación 3283;Subestación;Sonora;115000;;28.0954;-110.68934
Subestación 3285;Subestación;Sonora;115000;;28.01587;-110.71015
Subestación 3612;Subestación;Sonora;;;30.48716;-109.63324
Subestación 3864;Subestación;Sonora;115000;;27.99733;-110.71305
Subestación 3865;Subestación;Sonora;115000;;27.99754;-110.71378
Subestación 3887;Subestación;Sonora;115000;;28.77236;-111.31059
Subestación 3890;Subestación;Sonora;115000;;28.87927;-111.34665
Subestación 3902;Subestación;Sonora;115000;;29.0248;-110.86723
Subestación 3995;Subestación;Sonora;115000;;29.0552;-110.78055
Subestación 3996;Subestación;Sonora;115000;;29.06054;-110.71903
Subestación 4024;Subestación;Sonora;115000;Comisión Federal de Electricidad;29.14566;-111.00419
Subestación 4053;Subestación;Sonora;115000;;29.11055;-110.99824
Subestación 4254;Subestación;Sonora;115000;;28.63021;-108.75619
Subestación 4262;Subestación;Sonora;230000;;30.99973;-110.34365
Subestación 4418;Subestación;Sonora;115000;;27.6376;-110.29494
Subestación 4629;Subestación;Sonora;115000;;28.62374;-111.63217
Subestación 4631;Subestación;Sonora;115000;;28.51302;-111.63246
Subestación 4632;Subestación;Sonora;115000;;28.75312;-111.6319
Subestación 4636;Subestación;Sonora;115000;;28.82928;-111.91847
Subestación 4638;Subestación;Sonora;115000;;28.71367;-111.86409
Subestación 4643;Subestación;Sonora;115000;;28.3404;-111.32691
Subestación 4645;Subestación;Sonora;115000;;28.33448;-111.32128
Subestación 4647;Subestación;Sonora;115000;;28.43916;-111.38426
Subestación 4663;Subestación;Sonora;115000;Comisión Federal de Electricidad;31.28558;-110.943
Subestación 5221;Subestación;Sonora;115000;;29.21629;-110.92831
Subestación 5222;Subestación;Sonora;115000;;30.06173;-111.10097
Subestación 5318;Subestación;Sonora;230000;;32.41412;-114.80492
Subestación 5333;Subestación;Sonora;115000;;28.8406;-111.47558
Subestación 5334;Subestación;Sonora;;;29.05915;-110.95513
Subestación 5338;Subestación;Sonora;115000;Comisión Federal de Electricidad;29.08199;-110.99663
Subestación 5450;Subestación;Sonora;115000;;27.82084;-109.89833
Subestación 5541;Subestación;Sonora;115000;;29.09761;-111.0919
Subestación 6017;Subestación;Sonora;115000;;31.309;-113.29541
Subestación 6119;Subestación;Sonora;115000;;29.03074;-110.91929
Subestación 6158;Subestación;Sonora;;;30.99624;-112.03232
Subestación 6191;Subestación;Sonora;115000;;28.9602;-111.24291
Subestación 6459;Subestación;Sonora;115000;;28.43096;-111.55529
Subestación 6460;Subestación;Sonora;;;28.41491;-111.48181
Subestación 6651;Subestación;Sonora;115000;;27.24608;-110.11762
Subestación 6844;Subestación;Sonora;115000;;29.42284;-110.39612
Subestación 6915;Subestación;Sonora;115000;;29.11274;-110.9718
Subestación 7226;Subestación;Sonora;115000;;28.83214;-111.60397
Subestación 7234;Subestación;Sonora;115000;;28.75361;-111.47245
Subestación 7235;Subestación;Sonora;115000;;28.75356;-111.47319
Subestación 7386;Subestación;Sonora;;;29.12209;-110.96399
Subestación 7387;Subestación;Sonora;;;29.12161;-110.96289
Subestación 7388;Subestación;Sonora;;;29.12098;-110.96279
Subestación 7389;Subestación;Sonora;;;29.12127;-110.96254
Subestación 7390;Subestación;Sonora;;;29.12215;-110.96097
Subestación 7391;Subestación;Sonora;;;29.12177;-110.96081
Subestación 7392;Subestación;Sonora;;;29.12004;-110.96113
Subestación 7558;Subestación;Sonora;115000;Comisión Federal de Electricidad;29.68891;-111.0427
Subestación 7604;Subestación;Sonora;230000;Comisión Federal de Electricidad;29.18811;-111.72054
Subestación 7606;Subestación;Sonora;230000;;29.18488;-111.7229
Subestación 7610;Subestación;Sonora;230000;;29.90365;-112.64802
Subestación 7652;Subestación;Sonora;230000;;30.94594;-110.29464
Subestación 7655;Subestación;Sonora;230000;;30.92703;-110.31425
Subestación 7777;Subestación;Sonora;115000;;30.65016;-112.40445
Subestación 7778;Subestación;Sonora;115000;;30.76024;-112.49785
Subestación 7779;Subestación;Sonora;115000;;30.84838;-112.8824
Subestación 7785;Subestación;Sonora;115000;;31.14963;-112.84645
Subestación 7792;Subestación;Sonora;115000;;30.80965;-112.67746
Subestación 8043;Subestación;Sonora;115000;;29.18648;-111.00173
Subestación 8046;Subestación;Sonora;115000;;29.18946;-111.00411
Subestación 8078;Subestación;Sonora;;Comisión Federal de Electricidad;27.48899;-109.97441
Subestación 8093;Subestación;Sonora;115000;;27.26328;-109.93326
Subestación 8094;Subestación;Sonora;115000;;27.35607;-109.89135
Subestación 8333;Subestación;Sonora;115000;;27.36384;-109.77064
Subestación 8335;Subestación;Sonora;115000;;27.36201;-109.77046
Subestación 8575;Subestación;Sonora;115000;;28.93006;-111.7137
Subestación 8577;Subestación;Sonora;115000;;29.0924;-111.73449
Subestación 8888;Subestación;Sonora;115000;;29.0523;-110.94186
Subestación 9074;Subestación;Sonora;115000;;28.56826;-111.47306
Subestación 9098;Subestación;Sonora;115000;;27.03205;-108.95522
Subestación 959;Subestación;Sonora;115000;Comisión Federal de Electricidad;31.2575;-110.971
Subestación Bacum;Subestación;Sonora;"400000;230000;115000";;27.51654;-110.0739
Subestación Ciudad Obregón 3;Subestación;Sonora;"230000;115000;13800";Comisión Federal de Electricidad;27.52389;-109.92517
Subestación Ciudad Obregón 4;Subestación;Sonora;"230000;115000;13800";Comisión Federal de Electricidad;27.42881;-109.93401
Subestación Don Diego Solar;Subestación;Sonora;230000;;30.17106;-111.09599
Subestación El Mayo;Subestación;Sonora;"230000;115000";Comisión Federal de Electricidad;26.8643;-109.37871
Subestación Electrica Agua Prieta;Subestación;Sonora;115000;Comisión Federal de Electricidad;31.30919;-109.55965
Subestación Electrica Llano Blanco;Subestación;Sonora;115000;;30.63019;-111.91795
Subestación Esperanza;Subestación;Sonora;"230000;115000";Comisión Federal de Electricidad;28.82448;-111.47555
Subestación Golfo de Santa Clara;Subestación;Sonora;400000;Comisión Federal de Electricidad;31.76462;-114.46016
Subestación Hermosillo 3;Subestación;Sonora;"230000;115000";;29.17593;-110.88642
Subestación Hermosillo 4;Subestación;Sonora;"230000;115000";Comisión Federal de Electricidad;29.08065;-111.02479
Subestación Hermosillo Aeropuerto;Subestación;Sonora;230000;;29.09722;-111.09721
Subestación Hermosillo Loma;Subestación;Sonora;"230000;115000";Comisión Federal de Electricidad;29.20129;-111.00454
Subestación Hermosillo Siete;Subestación;Sonora;115000;;29.10891;-110.91714
Subestación Hidalgo;Subestación;Sonora;"161000;13800";Comisión Federal de Electricidad;32.47914;-114.77813
Subestación Navojoa;Subestación;Sonora;115000;Comisión Federal de Electricidad;27.04958;-109.43909
Subestación Peñasco Fotovoltaico;Subestación;Sonora;"400000;35000";Comisión Federal de Electricidad;31.33117;-113.21674
Subestación Pueblo Nuevo;Subestación;Sonora;"230000;115000";Comisión Federal de Electricidad;27.07017;-109.3739
Subestación Puerto Libertad;Subestación;Sonora;230000;;29.9087;-112.69216
Subestación Puerto Peñasco;Subestación;Sonora;"115000;13800";Comisión Federal de Electricidad;31.31121;-113.52097
Subestación Seis de Abril;Subestación;Sonora;"230000;115000;13800";Comisión Federal de Electricidad;30.80257;-112.67771
Subestación de Maniobras;Subestación;Sonora;230000;;29.95597;-112.6539
Subestación maniobras combustión interna;Subestación;Sonora;230000;Comisión Federal de Electricidad;32.41856;-114.71597
CFE Subestación Eléctrica Central de Combustión Interna;Termoeléctrica;Sonora;;Comisión Federal de Electricidad;32.4181;-114.71471
Central Empalme I y II;Termoeléctrica;Sonora;;CFE;27.92329;-110.7815
Central Termoeléctrica El Fresnal;Termoeléctrica;Sonora;;;31.22348;-109.61009
Central Termoeléctrica Puerto Libertad;Termoeléctrica;Sonora;;CFE;29.90878;-112.69187
Central Turbogas Caborca;Termoeléctrica;Sonora;;;30.71129;-112.20733
Central de ciclo combinado Fuerza y energía Hermosillo;Termoeléctrica;Sonora;;;29.09447;-111.09804
Central de ciclo combinado Hermosillo;Termoeléctrica;Sonora;;;29.03459;-110.83458
Fundicion Mina La Caridad;Termoeléctrica;Sonora;;;30.49412;-109.63555
Planta Generadora La Caridad;Termoeléctrica;Sonora;;;30.52216;-109.61969
Planta Guaymas II;Termoeléctrica;Sonora;;;27.93684;-110.86468
Termoeléctrica 2123;Termoeléctrica;Sonora;;;31.2651;-109.59192
